record_id,customer_id,amount,currency,transaction_date,payment_status
FIN44538156,CUST00010,5642.37,AUD,2026-01-23,CANCELLED
FIN20129457,CUST00076,4685.09,AUD,2025-09-21,DELIVERED
FIN40740175,CUST00076,6596.43,AUD,2026-02-07,OPEN
FIN79634780,CUST00098,8117.89,AUD,2026-01-02,OPEN
FIN75247459,CUST00091,1477.81,EUR,2025-09-25,OPEN
FIN70840316,CUST00037,9007.95,INR,2026-05-01,DELIVERED
FIN36785347,CUST00008,1652.73,USD,2026-05-03,OPEN
FIN88814612,CUST00029,9598.44,INR,2026-01-10,CANCELLED
FIN52653687,CUST00073,6443.82,EUR,2026-01-09,PENDING
FIN64679982,CUST00030,5396.74,USD,2026-01-09,OPEN
FIN03925328,CUST00069,5503.11,AUD,2026-03-11,DELIVERED
FIN15105805,CUST00096,3076.96,EUR,2026-02-04,PENDING
FIN91817470,CUST00069,4516.55,EUR,2025-11-09,PENDING
FIN81943436,CUST00069,4182.83,AUD,2026-03-07,DELIVERED
FIN88191196,CUST00078,5786.59,INR,2026-05-11,DELIVERED
FIN50157116,CUST00017,4982.37,AUD,2025-06-11,OPEN
FIN89385623,CUST00001,2896.32,EUR,2025-12-25,DELIVERED
FIN57031858,CUST00033,6803.77,EUR,2026-01-16,CANCELLED
FIN89648114,CUST00071,2131.04,GBP,2025-09-10,OPEN
FIN09986047,CUST00012,9900.11,USD,2025-10-07,CANCELLED
FIN56189938,CUST00081,6307.9,AUD,2025-09-18,PENDING
FIN86536746,CUST00037,2783.56,AUD,2026-04-05,DELIVERED
FIN24368885,CUST00046,8926.67,AUD,2025-11-17,PENDING
FIN17702485,CUST00027,5773.3,USD,2026-01-15,OPEN
FIN58551713,CUST00050,741.62,EUR,2026-03-27,DELIVERED
FIN05721779,CUST00056,8200.54,AUD,2026-01-25,DELIVERED
FIN01594780,CUST00048,4667.82,AUD,2026-01-22,PENDING
FIN36626920,CUST00069,8221.02,INR,2026-02-26,OPEN
FIN35528357,CUST00024,7749.19,EUR,2025-09-30,DELIVERED
FIN96551026,CUST00055,4163.33,INR,2026-02-27,PENDING
FIN12754601,CUST00078,2142.03,EUR,2025-10-15,OPEN
FIN71005064,CUST00006,5300.17,INR,2026-05-08,OPEN
FIN61383586,CUST00024,8885.89,EUR,2026-02-22,CANCELLED
FIN33699948,CUST00081,320.94,INR,2025-08-19,PENDING
FIN85581640,CUST00023,4558.72,GBP,2025-12-23,DELIVERED
FIN93123272,CUST00028,6389.7,GBP,2026-01-08,CANCELLED
FIN48516807,CUST00042,7042.61,GBP,2025-10-30,OPEN
FIN59418981,CUST00090,5915.69,INR,2025-11-19,DELIVERED
FIN38181128,CUST00074,4773.86,GBP,2025-07-19,CANCELLED
FIN31258042,CUST00058,6674.92,AUD,2025-06-02,CANCELLED
FIN02493269,CUST00003,554.48,EUR,2025-07-13,PENDING
FIN48738733,CUST00036,4785.47,INR,2025-07-21,PENDING
FIN18690461,CUST00093,2232.09,GBP,2025-07-09,CANCELLED
FIN82956675,CUST00091,3297.61,GBP,2026-05-01,PENDING
FIN76022224,CUST00041,7950.38,AUD,2025-07-01,OPEN
FIN78944442,CUST00025,9936.0,EUR,2025-09-03,PENDING
FIN57934123,CUST00017,7266.83,EUR,2025-08-02,OPEN
FIN48627374,CUST00026,4871.73,USD,2026-03-16,PENDING
FIN78228268,CUST00040,4653.93,AUD,2026-05-09,PENDING
FIN20156224,CUST00075,6404.77,GBP,2026-02-10,OPEN
FIN93435712,CUST00095,2236.23,EUR,2025-07-02,CANCELLED
FIN15769772,CUST00061,9191.29,INR,2025-09-08,PENDING
FIN06185874,CUST00012,7358.4,EUR,2025-11-09,CANCELLED
FIN38428620,CUST00015,1975.01,USD,2025-07-25,OPEN
FIN19709120,CUST00027,677.15,GBP,2026-02-06,CANCELLED
FIN07106192,CUST00086,8980.32,EUR,2026-04-07,PENDING
FIN97736973,CUST00007,9100.53,EUR,2025-07-07,OPEN
FIN75242183,CUST00083,8719.21,AUD,2026-02-16,CANCELLED
FIN77405101,CUST00096,4887.28,INR,2025-06-30,DELIVERED
FIN43498745,CUST00003,4793.47,INR,2025-09-26,CANCELLED
FIN41652155,CUST00084,4778.69,USD,2026-05-01,DELIVERED
FIN37923770,CUST00072,7496.21,USD,2026-02-03,DELIVERED
FIN03561883,CUST00006,310.89,INR,2025-08-05,DELIVERED
FIN88683234,CUST00078,3165.49,GBP,2025-10-02,DELIVERED
FIN65990954,CUST00087,407.45,USD,2025-05-30,OPEN
FIN77710047,CUST00036,5528.3,AUD,2025-12-04,CANCELLED
FIN32274898,CUST00044,5707.01,USD,2025-07-04,DELIVERED
FIN66696444,CUST00034,3161.06,GBP,2025-08-13,CANCELLED
FIN55833644,CUST00031,988.61,GBP,2025-11-20,PENDING
FIN35061081,CUST00020,633.23,USD,2025-10-17,PENDING
FIN16123441,CUST00038,328.55,USD,2025-12-05,DELIVERED
FIN20030052,CUST00053,2276.54,USD,2025-10-08,DELIVERED
FIN54453342,CUST00037,8888.86,INR,2025-11-04,CANCELLED
FIN64382799,CUST00057,2834.74,USD,2026-03-16,OPEN
FIN98703749,CUST00093,7930.46,EUR,2025-09-17,CANCELLED
FIN94227509,CUST00010,9521.87,GBP,2026-03-23,PENDING
FIN84585602,CUST00048,9307.31,INR,2025-09-20,OPEN
FIN91960706,CUST00083,2114.09,USD,2026-01-17,PENDING
FIN94730668,CUST00038,8571.11,AUD,2025-07-26,OPEN
FIN17274852,CUST00083,423.71,GBP,2025-07-19,PENDING
FIN11438171,CUST00100,2171.79,GBP,2025-06-02,CANCELLED
FIN71090806,CUST00055,8994.55,INR,2025-08-16,DELIVERED
FIN64242710,CUST00049,1021.04,GBP,2026-02-18,OPEN
FIN29320747,CUST00038,4757.14,INR,2025-07-14,DELIVERED
FIN18036645,CUST00011,6004.11,INR,2025-09-06,OPEN
FIN02831072,CUST00081,1953.2,USD,2025-09-17,DELIVERED
FIN55334215,CUST00032,6913.56,USD,2025-06-18,PENDING
FIN21217693,CUST00031,158.31,GBP,2025-07-27,DELIVERED
FIN33878473,CUST00065,1297.03,EUR,2025-11-01,CANCELLED
FIN45502866,CUST00027,730.8,GBP,2025-06-11,OPEN
FIN66725420,CUST00058,9299.51,INR,2026-02-23,DELIVERED
FIN44303417,CUST00002,3962.93,INR,2026-05-15,PENDING
FIN66655743,CUST00062,4947.27,USD,2025-07-15,PENDING
FIN04285300,CUST00068,1313.16,GBP,2025-09-22,OPEN
FIN27379443,CUST00054,9300.57,EUR,2026-03-18,PENDING
FIN44773259,CUST00080,5883.63,AUD,2025-10-05,CANCELLED
FIN54970710,CUST00003,9506.57,EUR,2025-11-26,CANCELLED
FIN92408225,CUST00059,896.18,GBP,2025-12-01,CANCELLED
FIN59919591,CUST00018,7858.69,INR,2026-05-09,CANCELLED
FIN50461898,CUST00038,9934.67,AUD,2025-07-14,OPEN
FIN73829490,CUST00009,462.49,GBP,2026-05-01,PENDING
FIN20972649,CUST00077,1402.73,AUD,2026-02-25,DELIVERED
FIN18664912,CUST00090,5141.69,AUD,2026-04-13,CANCELLED
FIN82019362,CUST00092,844.93,EUR,2025-07-02,CANCELLED
FIN51869093,CUST00064,3902.99,EUR,2025-12-14,DELIVERED
FIN05400122,CUST00086,8815.54,AUD,2025-11-30,PENDING
FIN77664907,CUST00008,3923.02,USD,2026-04-17,OPEN
FIN95614642,CUST00020,8030.46,AUD,2026-04-27,PENDING
FIN47222474,CUST00018,3802.8,GBP,2026-03-25,CANCELLED
FIN83849348,CUST00025,651.17,AUD,2025-07-24,CANCELLED
FIN89652109,CUST00031,8355.11,GBP,2026-05-15,CANCELLED
FIN77694324,CUST00016,941.59,EUR,2025-06-06,CANCELLED
FIN32072889,CUST00057,7925.5,EUR,2026-03-08,OPEN
FIN86803393,CUST00099,9882.63,USD,2025-12-03,CANCELLED
FIN48234390,CUST00043,3800.43,EUR,2026-01-21,PENDING
FIN02199686,CUST00095,1263.62,USD,2026-04-23,PENDING
FIN81995498,CUST00085,8281.36,USD,2026-04-30,OPEN
FIN52296884,CUST00045,5558.7,INR,2026-02-11,OPEN
FIN66211264,CUST00001,2930.96,INR,2025-11-23,DELIVERED
FIN16556438,CUST00097,6096.18,USD,2025-11-22,PENDING
FIN10502326,CUST00090,2620.47,EUR,2025-12-29,PENDING
FIN49516958,CUST00030,5989.78,USD,2026-04-01,CANCELLED
FIN67251709,CUST00039,4920.95,INR,2026-02-14,CANCELLED
FIN07249510,CUST00073,3127.85,USD,2026-05-03,PENDING
FIN42124390,CUST00024,2640.1,EUR,2025-12-09,DELIVERED
FIN03924799,CUST00047,6596.85,INR,2026-05-06,PENDING
FIN81171411,CUST00040,8905.31,AUD,2026-02-05,DELIVERED
FIN47098585,CUST00071,7481.68,INR,2025-06-15,PENDING
FIN13243868,CUST00028,9069.94,EUR,2025-06-23,OPEN
FIN30044125,CUST00068,4606.98,EUR,2026-02-06,CANCELLED
FIN58201777,CUST00033,2131.05,GBP,2026-05-15,PENDING
FIN06307141,CUST00027,7090.88,USD,2025-06-04,DELIVERED
FIN35937230,CUST00024,1429.42,AUD,2026-01-27,OPEN
FIN17799038,CUST00010,7765.82,EUR,2025-11-20,CANCELLED
FIN34421942,CUST00005,7414.26,EUR,2025-09-09,OPEN
FIN49907312,CUST00080,3852.91,EUR,2025-06-22,CANCELLED
FIN16471955,CUST00070,5480.84,EUR,2026-04-01,CANCELLED
FIN56183335,CUST00015,8448.38,USD,2025-12-03,CANCELLED
FIN25613009,CUST00092,1141.68,GBP,2025-06-17,DELIVERED
FIN53348658,CUST00063,7942.74,GBP,2026-05-15,CANCELLED
FIN38073258,CUST00070,6888.04,AUD,2026-05-10,OPEN
FIN95378018,CUST00051,8852.5,EUR,2025-07-25,DELIVERED
FIN69433753,CUST00010,2147.38,INR,2025-06-05,CANCELLED
FIN45141042,CUST00094,4110.64,EUR,2025-10-22,DELIVERED
FIN37216707,CUST00054,7486.82,GBP,2025-12-13,PENDING
FIN44580506,CUST00090,1711.93,INR,2026-04-27,DELIVERED
FIN33352125,CUST00054,8804.45,AUD,2025-11-14,CANCELLED
FIN17949455,CUST00014,3288.29,INR,2026-01-10,OPEN
FIN90662041,CUST00057,1426.43,INR,2026-03-15,PENDING
FIN29230603,CUST00034,9362.19,GBP,2025-07-15,CANCELLED
FIN05166287,CUST00095,9935.77,GBP,2026-02-19,CANCELLED
FIN05457319,CUST00011,7424.37,USD,2026-02-22,DELIVERED
FIN58842263,CUST00078,4286.39,EUR,2025-08-24,DELIVERED
FIN19296676,CUST00058,5524.43,AUD,2025-12-02,OPEN
FIN18554210,CUST00081,4879.21,AUD,2025-11-21,OPEN
FIN81406215,CUST00062,3672.04,INR,2025-09-25,DELIVERED
FIN84905358,CUST00073,3608.38,EUR,2025-12-16,DELIVERED
FIN31465837,CUST00050,3980.26,INR,2026-04-22,OPEN
FIN32280348,CUST00073,1970.68,INR,2025-07-14,OPEN
FIN16710374,CUST00015,3528.5,AUD,2025-08-15,PENDING
FIN49884234,CUST00091,376.48,GBP,2025-06-07,OPEN
FIN10350362,CUST00041,5227.33,USD,2026-04-07,OPEN
FIN87245135,CUST00036,4224.82,USD,2026-03-24,CANCELLED
FIN90649034,CUST00037,5332.69,AUD,2025-12-01,OPEN
FIN32379558,CUST00051,8699.93,EUR,2026-04-05,CANCELLED
FIN62582273,CUST00067,6272.15,GBP,2026-04-02,OPEN
FIN46466888,CUST00017,2992.5,INR,2025-10-08,PENDING
FIN91229182,CUST00055,5037.06,GBP,2025-12-02,OPEN
FIN19417828,CUST00011,1939.09,GBP,2026-01-03,CANCELLED
FIN86112186,CUST00007,3386.7,EUR,2025-11-18,DELIVERED
FIN44907619,CUST00097,9088.15,AUD,2025-10-16,DELIVERED
FIN67441668,CUST00080,9863.2,GBP,2025-10-29,CANCELLED
FIN20147868,CUST00047,9919.62,EUR,2025-07-04,OPEN
FIN72934095,CUST00012,2955.44,AUD,2025-12-31,OPEN
FIN76367778,CUST00027,2680.51,AUD,2025-11-25,OPEN
FIN06996824,CUST00037,9623.9,USD,2025-11-10,OPEN
FIN86710641,CUST00042,104.06,INR,2025-10-03,DELIVERED
FIN47284059,CUST00020,7440.64,AUD,2025-11-21,PENDING
FIN91561428,CUST00079,875.13,GBP,2026-05-09,PENDING
FIN01976698,CUST00065,5412.76,AUD,2025-09-08,PENDING
FIN94629129,CUST00083,9525.94,EUR,2025-09-06,DELIVERED
FIN59189892,CUST00001,5961.75,GBP,2025-11-27,CANCELLED
FIN19185558,CUST00064,5897.3,EUR,2025-10-29,PENDING
FIN36305066,CUST00083,330.37,EUR,2025-11-21,PENDING
FIN92884960,CUST00014,3883.6,EUR,2025-10-27,CANCELLED
FIN16265019,CUST00023,4153.05,USD,2026-03-12,CANCELLED
FIN06139668,CUST00097,366.27,AUD,2025-12-04,OPEN
FIN50901117,CUST00057,189.25,USD,2025-07-04,DELIVERED
FIN35324074,CUST00050,7784.31,EUR,2025-07-27,CANCELLED
FIN94565857,CUST00088,101.21,EUR,2025-10-27,DELIVERED
FIN18409901,CUST00033,1740.86,GBP,2025-11-29,PENDING
FIN09244014,CUST00013,5919.71,GBP,2025-12-20,CANCELLED
FIN68937172,CUST00033,3024.93,AUD,2025-11-05,CANCELLED
FIN07989079,CUST00050,5308.83,USD,2026-05-11,DELIVERED
FIN25160898,CUST00068,2769.93,EUR,2026-02-04,CANCELLED
FIN64692618,CUST00061,1546.17,GBP,2026-03-26,DELIVERED
FIN39952493,CUST00069,7341.13,AUD,2025-10-21,DELIVERED
FIN93478509,CUST00076,187.99,GBP,2026-05-21,CANCELLED
FIN26354034,CUST00086,1022.92,INR,2025-10-11,DELIVERED
FIN13705428,CUST00025,6365.05,GBP,2025-06-28,DELIVERED
FIN01080179,CUST00006,6275.8,AUD,2025-08-06,CANCELLED
FIN08232446,CUST00020,4626.24,AUD,2025-06-18,OPEN
FIN26168814,CUST00034,3319.23,AUD,2026-02-15,DELIVERED
FIN48581563,CUST00089,1041.53,GBP,2025-12-17,CANCELLED
FIN13582465,CUST00023,7010.69,INR,2026-04-18,CANCELLED
FIN81203627,CUST00002,4362.9,AUD,2026-03-16,PENDING
FIN76783096,CUST00064,7362.0,AUD,2025-07-17,CANCELLED
FIN75989067,CUST00062,4140.27,GBP,2026-03-07,DELIVERED
FIN60814400,CUST00094,6871.26,GBP,2025-07-28,DELIVERED
FIN12722062,CUST00094,2782.53,INR,2026-01-19,CANCELLED
FIN78414321,CUST00066,2267.36,EUR,2026-05-08,OPEN
FIN66675132,CUST00077,425.1,GBP,2026-03-27,DELIVERED
FIN30870641,CUST00087,1423.66,USD,2025-07-05,DELIVERED
FIN22145583,CUST00061,9235.34,AUD,2025-12-07,CANCELLED
FIN94476145,CUST00056,6110.43,USD,2025-12-28,DELIVERED
FIN61642342,CUST00069,4282.81,INR,2025-08-09,CANCELLED
FIN13328332,CUST00063,9311.75,USD,2026-05-16,DELIVERED
FIN29824562,CUST00046,8488.23,USD,2025-07-11,OPEN
FIN80361965,CUST00027,6919.27,INR,2025-10-23,CANCELLED
FIN33159412,CUST00054,6755.3,GBP,2026-04-23,CANCELLED
FIN26515115,CUST00030,3744.34,EUR,2026-04-12,OPEN
FIN81600331,CUST00006,9710.35,INR,2026-05-25,OPEN
FIN63409977,CUST00034,6469.02,EUR,2025-12-20,PENDING
FIN38706962,CUST00011,3434.07,EUR,2025-09-23,CANCELLED
FIN59571466,CUST00019,7005.59,AUD,2026-04-07,DELIVERED
FIN79297490,CUST00007,2930.63,USD,2026-03-17,CANCELLED
FIN13736412,CUST00058,8681.21,USD,2026-05-18,OPEN
FIN27198777,CUST00001,6514.49,AUD,2026-03-28,PENDING
FIN64499499,CUST00029,2022.3,EUR,2025-11-13,OPEN
FIN32000904,CUST00087,3235.98,INR,2026-05-09,CANCELLED
FIN62357589,CUST00049,1934.61,EUR,2026-02-04,CANCELLED
FIN41384924,CUST00066,7525.42,GBP,2025-12-09,CANCELLED
FIN60323170,CUST00059,119.09,GBP,2025-07-31,PENDING
FIN39756326,CUST00032,2755.33,EUR,2026-03-24,OPEN
FIN09523853,CUST00017,375.63,EUR,2026-02-09,DELIVERED
FIN81394640,CUST00020,9743.35,EUR,2025-11-27,PENDING
FIN27779867,CUST00053,1208.95,INR,2025-06-15,CANCELLED
FIN49630256,CUST00052,9701.42,GBP,2025-05-30,PENDING
FIN81200267,CUST00024,5199.76,AUD,2025-08-04,PENDING
FIN06903015,CUST00023,2408.36,USD,2025-12-31,DELIVERED
FIN45389367,CUST00032,145.17,EUR,2026-05-14,CANCELLED
FIN81347236,CUST00071,3068.75,INR,2025-11-05,CANCELLED
FIN38973589,CUST00024,5098.12,GBP,2025-11-04,PENDING
FIN42854196,CUST00028,4550.19,GBP,2026-04-12,CANCELLED
FIN35487472,CUST00007,7258.54,GBP,2025-06-11,PENDING
FIN64004345,CUST00031,4659.12,AUD,2025-09-27,OPEN
FIN42865438,CUST00094,5488.76,AUD,2025-08-06,CANCELLED
FIN53063635,CUST00095,2249.7,INR,2025-07-24,OPEN
FIN51373716,CUST00073,7851.79,EUR,2026-02-21,OPEN
FIN91678870,CUST00034,1900.91,EUR,2025-11-05,DELIVERED
FIN07839829,CUST00093,9594.22,USD,2025-06-20,PENDING
FIN94216924,CUST00092,1480.09,EUR,2025-07-08,PENDING
FIN51188047,CUST00097,8010.97,GBP,2026-05-10,OPEN
FIN38387735,CUST00039,6465.38,AUD,2026-03-29,OPEN
FIN79004512,CUST00077,315.24,USD,2026-03-01,PENDING
FIN13587395,CUST00076,5952.96,INR,2025-06-19,OPEN
FIN82576188,CUST00042,2149.36,AUD,2025-10-05,CANCELLED
FIN85525818,CUST00044,390.71,INR,2025-06-02,PENDING
FIN65686336,CUST00041,5112.27,USD,2025-10-30,CANCELLED
FIN39834284,CUST00099,7840.03,INR,2025-11-07,OPEN
FIN72608210,CUST00009,7299.62,GBP,2025-07-09,DELIVERED
FIN22366931,CUST00052,5957.84,AUD,2025-09-20,DELIVERED
FIN38302416,CUST00036,3708.72,USD,2026-04-25,DELIVERED
FIN69741938,CUST00024,4115.17,AUD,2025-06-10,PENDING
FIN65096396,CUST00042,4224.76,INR,2026-02-02,CANCELLED
FIN03235115,CUST00097,4753.94,AUD,2025-11-03,PENDING
FIN26185210,CUST00056,1343.69,INR,2025-12-25,CANCELLED
FIN57942044,CUST00091,1832.99,USD,2025-07-12,CANCELLED
FIN61521758,CUST00027,3709.92,AUD,2025-12-20,DELIVERED
FIN45415189,CUST00097,5363.18,USD,2025-12-24,OPEN
FIN01280029,CUST00033,6199.14,USD,2026-02-08,CANCELLED
FIN97428599,CUST00097,8114.42,USD,2026-04-09,CANCELLED
FIN57904584,CUST00069,6646.54,AUD,2025-10-05,DELIVERED
FIN36405979,CUST00098,5172.66,INR,2026-04-19,DELIVERED
FIN14663321,CUST00044,9131.52,INR,2026-03-24,DELIVERED
FIN43969975,CUST00003,959.35,INR,2026-03-19,OPEN
FIN08858597,CUST00077,152.94,EUR,2026-05-02,DELIVERED
FIN62893935,CUST00041,4519.8,EUR,2026-01-18,OPEN
FIN99718885,CUST00027,5935.66,USD,2025-09-22,OPEN
FIN10136673,CUST00036,5490.33,INR,2026-01-18,PENDING
FIN67413034,CUST00094,3832.25,EUR,2025-07-01,PENDING
FIN78493113,CUST00045,7603.6,EUR,2025-10-30,CANCELLED
FIN73353374,CUST00017,6733.89,USD,2025-11-25,DELIVERED
FIN71544872,CUST00084,6238.79,USD,2025-07-14,OPEN
FIN81244277,CUST00038,7493.93,AUD,2026-02-03,PENDING
FIN85382362,CUST00001,6220.5,USD,2026-05-18,CANCELLED
FIN45441467,CUST00077,2682.38,EUR,2026-03-22,PENDING
FIN83496492,CUST00017,9515.17,AUD,2025-08-12,CANCELLED
FIN49022871,CUST00060,1352.82,USD,2026-03-03,CANCELLED
FIN57141384,CUST00044,802.02,INR,2025-10-03,OPEN
FIN68981066,CUST00034,8788.76,INR,2025-10-24,PENDING
FIN29888465,CUST00024,9555.59,EUR,2025-11-09,DELIVERED
FIN81203743,CUST00079,6095.02,INR,2025-08-21,DELIVERED
FIN35689505,CUST00021,5065.19,INR,2025-08-13,DELIVERED
FIN00193169,CUST00062,5533.47,EUR,2026-03-11,CANCELLED
FIN34666701,CUST00044,635.73,USD,2026-04-20,DELIVERED
FIN28437792,CUST00021,5848.33,AUD,2025-07-30,DELIVERED
FIN12545880,CUST00091,5845.35,GBP,2026-01-30,OPEN
FIN05689972,CUST00065,7913.38,INR,2025-11-27,PENDING
FIN57040500,CUST00020,3989.51,GBP,2025-06-16,PENDING
FIN68562277,CUST00059,1966.01,GBP,2026-02-10,DELIVERED
FIN78891165,CUST00018,2062.22,EUR,2026-05-01,PENDING
FIN09856254,CUST00008,7037.09,EUR,2026-04-29,PENDING
FIN63561936,CUST00087,3592.85,EUR,2025-07-06,PENDING
FIN10307726,CUST00056,6954.58,GBP,2026-03-22,OPEN
FIN43758785,CUST00023,9684.83,INR,2026-05-11,OPEN
FIN86216069,CUST00079,1464.53,USD,2026-01-04,PENDING
FIN65770252,CUST00095,831.37,AUD,2025-06-30,CANCELLED
FIN15164871,CUST00068,3931.88,INR,2025-09-16,DELIVERED
FIN67541233,CUST00092,4727.49,INR,2025-07-31,PENDING
FIN08356692,CUST00033,736.13,GBP,2025-11-16,CANCELLED
FIN58369535,CUST00068,5350.61,EUR,2025-09-12,CANCELLED
FIN70278511,CUST00031,7698.38,INR,2025-11-14,DELIVERED
FIN91908697,CUST00013,5799.93,INR,2025-10-11,DELIVERED
FIN30662543,CUST00057,4593.32,AUD,2025-08-18,CANCELLED
FIN96538465,CUST00021,7390.93,USD,2025-12-24,PENDING
FIN11297847,CUST00076,7643.58,INR,2025-12-27,DELIVERED
FIN47890520,CUST00004,2241.3,EUR,2025-07-14,DELIVERED
FIN19519389,CUST00068,2223.52,INR,2025-05-25,OPEN
FIN80242112,CUST00033,6085.17,GBP,2025-05-28,PENDING
FIN96893783,CUST00031,9733.39,AUD,2025-07-04,DELIVERED
FIN41958043,CUST00067,6368.25,GBP,2025-08-20,DELIVERED
FIN39351998,CUST00063,9216.65,GBP,2025-11-20,CANCELLED
FIN14135375,CUST00033,6567.31,USD,2025-06-27,DELIVERED
FIN89882781,CUST00081,3224.29,GBP,2025-11-15,DELIVERED
FIN81647441,CUST00025,4704.65,GBP,2026-05-25,PENDING
FIN94610688,CUST00071,2823.18,USD,2025-08-12,PENDING
FIN17227356,CUST00024,745.71,USD,2025-07-01,CANCELLED
FIN45130536,CUST00011,3752.02,AUD,2026-05-13,OPEN
FIN22651753,CUST00084,1315.34,USD,2025-07-09,DELIVERED
FIN16635183,CUST00087,256.42,EUR,2025-08-07,DELIVERED
FIN77943803,CUST00080,9217.3,INR,2026-02-17,CANCELLED
FIN75779685,CUST00055,3998.64,USD,2026-01-23,DELIVERED
FIN50642158,CUST00078,4609.67,USD,2025-08-02,PENDING
FIN31453108,CUST00022,3574.91,EUR,2026-02-08,CANCELLED
FIN47557141,CUST00063,6338.31,GBP,2026-02-23,OPEN
FIN17632424,CUST00080,590.63,EUR,2025-12-31,CANCELLED
FIN56797620,CUST00053,7338.4,GBP,2025-10-08,DELIVERED
FIN52110719,CUST00034,5222.49,EUR,2025-07-26,CANCELLED
FIN90828939,CUST00087,6231.97,EUR,2025-11-19,OPEN
FIN63260878,CUST00075,6148.89,GBP,2026-03-26,OPEN
FIN05845834,CUST00074,4148.89,INR,2026-05-11,PENDING
FIN13998454,CUST00050,7544.8,EUR,2026-02-16,CANCELLED
FIN40564709,CUST00040,8056.46,EUR,2026-01-09,PENDING
FIN82534340,CUST00020,8018.4,GBP,2025-10-24,PENDING
FIN84903405,CUST00062,222.63,GBP,2026-02-25,DELIVERED
FIN96530981,CUST00004,3082.72,GBP,2026-04-15,OPEN
FIN03078870,CUST00033,7880.15,AUD,2025-12-28,PENDING
FIN68026751,CUST00008,7395.32,EUR,2026-01-20,DELIVERED
FIN36337698,CUST00064,4893.71,INR,2026-05-11,DELIVERED
FIN18759244,CUST00020,9107.93,USD,2026-04-22,OPEN
FIN06096869,CUST00015,5442.68,AUD,2025-09-20,OPEN
FIN10474426,CUST00012,4576.58,INR,2025-12-27,DELIVERED
FIN92485828,CUST00094,4991.15,EUR,2026-02-03,PENDING
FIN95139786,CUST00018,9443.24,INR,2025-12-01,DELIVERED
FIN23642581,CUST00033,8062.03,INR,2026-01-21,OPEN
FIN52855628,CUST00021,2519.66,EUR,2026-02-15,OPEN
FIN18115440,CUST00012,9716.17,AUD,2025-07-18,CANCELLED
FIN81151891,CUST00086,3135.25,INR,2025-10-02,PENDING
FIN64293969,CUST00090,360.69,INR,2026-01-30,CANCELLED
FIN92956298,CUST00079,6278.92,USD,2025-12-17,CANCELLED
FIN38671049,CUST00054,4022.11,GBP,2025-09-26,PENDING
FIN90556232,CUST00072,1977.93,INR,2025-07-30,OPEN
FIN36451608,CUST00088,3234.51,INR,2025-07-31,DELIVERED
FIN42472158,CUST00089,2461.4,GBP,2026-03-27,OPEN
FIN49363675,CUST00080,5146.2,USD,2025-08-07,OPEN
FIN68892031,CUST00033,4681.07,AUD,2026-05-16,OPEN
FIN77315253,CUST00076,8882.35,EUR,2026-05-19,CANCELLED
FIN93999288,CUST00091,7240.76,USD,2025-05-30,OPEN
FIN68744399,CUST00026,3030.23,USD,2025-10-26,PENDING
FIN86282664,CUST00065,4806.51,INR,2026-04-18,PENDING
FIN27365333,CUST00040,2373.87,GBP,2025-11-19,CANCELLED
FIN31613264,CUST00043,7893.36,AUD,2026-03-30,PENDING
FIN63756666,CUST00078,1161.1,AUD,2026-02-15,PENDING
FIN34669467,CUST00019,9510.35,AUD,2025-09-23,OPEN
FIN16862587,CUST00069,8495.65,GBP,2026-03-27,DELIVERED
FIN46878493,CUST00065,7388.24,INR,2025-07-06,OPEN
FIN93739580,CUST00066,7314.49,USD,2025-11-10,PENDING
FIN39811972,CUST00085,4305.28,USD,2025-05-29,PENDING
FIN16317843,CUST00005,1864.73,EUR,2025-09-28,PENDING
FIN68305643,CUST00023,8470.38,USD,2025-07-16,CANCELLED
FIN64744170,CUST00024,2928.28,AUD,2025-11-03,DELIVERED
FIN76347685,CUST00030,7842.47,EUR,2025-07-14,DELIVERED
FIN29016144,CUST00073,1630.19,GBP,2025-11-16,PENDING
FIN63271329,CUST00009,5188.7,INR,2026-03-06,CANCELLED
FIN75760656,CUST00062,1998.42,AUD,2026-04-06,CANCELLED
FIN65162532,CUST00036,5631.55,USD,2026-03-02,CANCELLED
FIN60019926,CUST00055,2477.22,USD,2026-01-04,OPEN
FIN97053486,CUST00074,6040.43,EUR,2025-11-25,DELIVERED
FIN22305791,CUST00046,8326.45,EUR,2026-03-18,CANCELLED
FIN01567377,CUST00010,8048.78,GBP,2025-09-04,PENDING
FIN33079682,CUST00061,1960.67,GBP,2025-09-29,DELIVERED
FIN06684650,CUST00026,3730.88,EUR,2025-09-23,PENDING
FIN36928144,CUST00044,6550.81,GBP,2026-04-21,CANCELLED
FIN32108096,CUST00016,782.88,INR,2026-03-22,PENDING
FIN89838606,CUST00020,2953.24,AUD,2026-02-08,OPEN
FIN11610397,CUST00025,5910.87,EUR,2025-07-30,PENDING
FIN77321196,CUST00097,6563.23,EUR,2026-04-09,OPEN
FIN72636875,CUST00093,4968.59,EUR,2026-02-27,PENDING
FIN83228571,CUST00063,2035.68,GBP,2025-05-27,PENDING
FIN40366037,CUST00076,9970.77,EUR,2025-10-22,DELIVERED
FIN85829958,CUST00044,3006.36,EUR,2026-02-11,OPEN
FIN58213695,CUST00037,1016.59,USD,2025-09-03,CANCELLED
FIN34640366,CUST00078,9105.64,EUR,2026-05-23,DELIVERED
